id,files,abbr,name,typeOfIdentifier,expansion,enclosingMethod
Lorg/apache/maven/model/building/Result;.addProblems<T:Ljava/lang/Object;>(Lorg/apache/maven/model/building/Result<TT;>;Ljava/lang/Iterable<+Lorg/apache/maven/model/building/ModelProblem;>;)Lorg/apache/maven/model/building/Result<TT;>;:TT;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/Result.java;,t,T,ClassName,null_1,
Lorg/apache/maven/cli/logging/Slf4jStdoutLogger;.info(Ljava/lang/String;Ljava/lang/Throwable;)V#t#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/logging/Slf4jStdoutLogger.java;,t,t,ParameterName,throwable,MethodName:info;
Lorg/apache/maven/execution/DefaultMavenExecutionResult;.addException(Ljava/lang/Throwable;)Lorg/apache/maven/execution/MavenExecutionResult;#t#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionResult.java;,t,t,ParameterName,throwable,MethodName:addException;
Lorg/apache/maven/model/building/DefaultModelBuilder;.getCache<T:Ljava/lang/Object;>(Lorg/apache/maven/model/building/ModelCache;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/apache/maven/model/building/ModelCacheTag<TT;>;)TT;:TT;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java;,t,T,ClassName,null_1,
Lorg/slf4j/impl/SimpleLogger;.debug(Ljava/lang/String;Ljava/lang/Throwable;)V#t#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java;,t,t,ParameterName,throwable,MethodName:debug;
Lorg/apache/maven/model/building/Result;.newResult<T:Ljava/lang/Object;>(TT;Ljava/lang/Iterable<+Lorg/apache/maven/model/building/ModelProblem;>;)Lorg/apache/maven/model/building/Result<TT;>;:TT;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/Result.java;,t,T,ClassName,null_1,
Lorg/apache/maven/model/building/Result;.addProblem<T:Ljava/lang/Object;>(Lorg/apache/maven/model/building/Result<TT;>;Lorg/apache/maven/model/building/ModelProblem;)Lorg/apache/maven/model/building/Result<TT;>;:TT;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/Result.java;,t,T,ClassName,null_1,
Lorg/apache/maven/cli/logging/Slf4jStdoutLogger;.error(Ljava/lang/String;Ljava/lang/Throwable;)V#t#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/logging/Slf4jStdoutLogger.java;,t,t,ParameterName,throwable,MethodName:error;
Lorg/apache/maven/model/profile/activation/PropertyProfileActivator;.isActive(Lorg/apache/maven/model/Profile;Lorg/apache/maven/model/profile/ProfileActivationContext;Lorg/apache/maven/model/building/ModelProblemCollector;)Z#sysValue,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/profile/activation/PropertyProfileActivator.java;,sys,sysValue,VariableName,system,MethodName:isActive;
Lorg/slf4j/impl/OutputChoice$OutputChoiceType;.SYS_OUT)Lorg/slf4j/impl/OutputChoice$OutputChoiceType;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/OutputChoice.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLoggerConfiguration.java;,sys,SYS_OUT,VariableName,system,MethodName:getTargetPrintStream;MethodName:computeOutputChoice;
Lorg/apache/maven/model/building/ComplexActivationTest;.testAndConditionInActivation()V|Ljava/lang/Exception;#sysProperties,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/test/java/org/apache/maven/model/building/ComplexActivationTest.java;,sys,sysProperties,VariableName,system,MethodName:testAndConditionInActivation;
Lorg/apache/maven/repository/internal/MavenRepositorySystemUtilsTest;.testGetRepositorySystem()V#repoSys,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/test/java/org/apache/maven/repository/internal/MavenRepositorySystemUtilsTest.java;,sys,repoSys,VariableName,system,MethodName:testGetRepositorySystem;
Lorg/apache/maven/settings/DefaultMavenSettingsBuilder;.getFile(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/io/File;#basedirSysProp#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/settings/DefaultMavenSettingsBuilder.java;,sys,basedirSysProp,ParameterName,system,MethodName:getFile;
Lorg/apache/maven/profiles/activation/SystemPropertyProfileActivator;.isActive(Lorg/apache/maven/model/Profile;)Z|Lorg/apache/maven/profiles/activation/ProfileActivationException;#0#sysValue,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/profiles/activation/SystemPropertyProfileActivator.java;,sys,sysValue,VariableName,system,MethodName:isActive;
Lorg/apache/maven/model/validation/DefaultModelValidator;.validateEffectiveDependency(Lorg/apache/maven/model/building/ModelProblemCollector;Lorg/apache/maven/model/Dependency;ZLjava/lang/String;Lorg/apache/maven/model/building/ModelBuildingRequest;)V#0#0#sysFile,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java;,sys,sysFile,VariableName,system,MethodName:validateEffectiveDependency;
Lorg/apache/maven/repository/internal/MavenRepositorySystemUtils;.newSession()Lorg/eclipse/aether/DefaultRepositorySystemSession;#sysProp,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/MavenRepositorySystemUtils.java;,sys,sysProp,VariableName,system,MethodName:newSession;
Lorg/slf4j/impl/OutputChoice$OutputChoiceType;.CACHED_SYS_ERR)Lorg/slf4j/impl/OutputChoice$OutputChoiceType;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/OutputChoice.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLoggerConfiguration.java;,sys,CACHED_SYS_ERR,VariableName,system,MethodName:getTargetPrintStream;MethodName:computeOutputChoice;MethodName:OutputChoice;
Lorg/apache/maven/project/PomConstructionTest;.testInterpolationWithSystemProperty()V|Ljava/lang/Exception;#sysProps,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/project/PomConstructionTest.java;,sys,sysProps,VariableName,system,MethodName:testInterpolationWithSystemProperty;
Lorg/apache/maven/repository/internal/DefaultVersionResolver;.merge(Lorg/eclipse/aether/artifact/Artifact;Ljava/util/Map<Ljava/lang/String;Lorg/apache/maven/repository/internal/DefaultVersionResolver$VersionInfo;>;Lorg/apache/maven/artifact/repository/metadata/Versioning;Lorg/eclipse/aether/repository/ArtifactRepository;)V#0#sv,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java;,sv,sv,VariableName,snapshot version,MethodName:merge;
Lorg/apache/maven/repository/internal/LocalSnapshotMetadata;.merge(Lorg/apache/maven/artifact/repository/metadata/Metadata;)V#0#0#0#sv,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadata.java;,sv,sv,VariableName,snapshot version,MethodName:merge;
Lorg/apache/maven/repository/internal/RemoteSnapshotMetadata;.merge(Lorg/apache/maven/artifact/repository/metadata/Metadata;)V#1#0#sv,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadata.java;,sv,sv,VariableName,snapshot version,MethodName:merge;
Lorg/apache/maven/repository/internal/RemoteSnapshotMetadata;.merge(Lorg/apache/maven/artifact/repository/metadata/Metadata;)V#2#sv,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadata.java;,sv,sv,VariableName,snapshot version,MethodName:merge;
Lorg/apache/maven/repository/internal/LocalSnapshotMetadata;.merge(Lorg/apache/maven/artifact/repository/metadata/Metadata;)V#0#1#sv,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadata.java;,sv,sv,VariableName,snapshot version,MethodName:merge;
Lorg/slf4j/impl/SimpleLoggerConfiguration;.stringToLevel(Ljava/lang/String;)I#levelStr#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLoggerConfiguration.java;,str,levelStr,ParameterName,string,MethodName:stringToLevel;
Lorg/apache/maven/cli/MavenCli;.populateProperties(Lorg/apache/commons/cli/CommandLine;Ljava/util/Properties;Ljava/util/Properties;)V#0#0#defStr,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;,str,defStr,VariableName,string,MethodName:populateProperties;
Lorg/apache/maven/artifact/repository/MavenArtifactRepository;.decode(Ljava/lang/String;)Ljava/lang/String;#0#0#hexStr,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/artifact/repository/MavenArtifactRepository.java;,str,hexStr,VariableName,string,MethodName:decode;
Lorg/apache/maven/artifact/repository/LegacyLocalRepositoryManager$ArtifactMetadataAdapter;.nullify(Ljava/lang/String;)Ljava/lang/String;#str#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/artifact/repository/LegacyLocalRepositoryManager.java;,str,str,ParameterName,string,MethodName:nullify;
Lorg/slf4j/impl/StaticMarkerBinder;.getMarkerFactoryClassStr()Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/StaticMarkerBinder.java;,str,getMarkerFactoryClassStr,MethodName,string,
Lorg/apache/maven/model/PatternSet;.toString()Ljava/lang/String;#0#0#str,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/target/generated-sources/modello/org/apache/maven/model/PatternSet.java;,str,str,VariableName,string,MethodName:toString;
Lorg/apache/maven/project/ModelUtilsTest;.testShouldOverwritePluginConfigurationSubItemsByDefault()V|Lorg/codehaus/plexus/util/xml/pull/XmlPullParserException;|Ljava/io/IOException;#childConfigStr,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/project/ModelUtilsTest.java;,str,childConfigStr,VariableName,string,MethodName:testShouldOverwritePluginConfigurationSubItemsByDefault;
Lorg/apache/maven/settings/crypto/DefaultSettingsDecrypter;.decrypt(Ljava/lang/String;)Ljava/lang/String;|Lorg/sonatype/plexus/components/sec/dispatcher/SecDispatcherException;#str#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-settings-builder/src/main/java/org/apache/maven/settings/crypto/DefaultSettingsDecrypter.java;,str,str,ParameterName,string,MethodName:decrypt;
Lorg/slf4j/impl/StaticMDCBinder;.getMDCAdapterClassStr()Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/StaticMDCBinder.java;,str,getMDCAdapterClassStr,MethodName,string,
Lorg/slf4j/impl/StaticLoggerBinder;.LOGGER_FACTORY_CLASS_STR)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/src/main/java/org/slf4j/impl/StaticLoggerBinder.java;,str,LOGGER_FACTORY_CLASS_STR,FieldName,string,
Lorg/apache/maven/model/merge/ModelMerger;.mergePlugin_Dependencies(Lorg/apache/maven/model/Plugin;Lorg/apache/maven/model/Plugin;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergePlugin_Dependencies;
Lorg/apache/maven/model/merge/ModelMerger;.mergeModelBase_Repositories(Lorg/apache/maven/model/ModelBase;Lorg/apache/maven/model/ModelBase;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergeModelBase_Repositories;
Lorg/apache/maven/model/merge/ModelMerger;.mergeCiManagement_Notifiers(Lorg/apache/maven/model/CiManagement;Lorg/apache/maven/model/CiManagement;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergeCiManagement_Notifiers;
Lorg/apache/maven/model/merge/MavenModelMerger;.mergeSite_Url(Lorg/apache/maven/model/Site;Lorg/apache/maven/model/Site;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/merge/MavenModelMerger.java;,src,src,VariableName,source,MethodName:mergeSite_Url;
Lorg/apache/maven/model/merge/ModelMerger;.mergeMailingList_Archive(Lorg/apache/maven/model/MailingList;Lorg/apache/maven/model/MailingList;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergeMailingList_Archive;
Lorg/apache/maven/model/merge/ModelMerger;.mergeMailingList_Unsubscribe(Lorg/apache/maven/model/MailingList;Lorg/apache/maven/model/MailingList;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergeMailingList_Unsubscribe;
Lorg/apache/maven/model/merge/ModelMerger;.mergeRepositoryPolicy_ChecksumPolicy(Lorg/apache/maven/model/RepositoryPolicy;Lorg/apache/maven/model/RepositoryPolicy;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergeRepositoryPolicy_ChecksumPolicy;
Lorg/apache/maven/model/merge/ModelMerger;.mergeDependency_SystemPath(Lorg/apache/maven/model/Dependency;Lorg/apache/maven/model/Dependency;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergeDependency_SystemPath;
Lorg/apache/maven/model/merge/ModelMerger;.mergeModel_Profiles(Lorg/apache/maven/model/Model;Lorg/apache/maven/model/Model;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,src,src,VariableName,source,MethodName:mergeModel_Profiles;
Lorg/apache/maven/model/merge/MavenModelMerger;.mergeScm_Connection(Lorg/apache/maven/model/Scm;Lorg/apache/maven/model/Scm;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/merge/MavenModelMerger.java;,src,src,VariableName,source,MethodName:mergeScm_Connection;
Lorg/sonatype/plexus/components/sec/dispatcher/SecDispatcher;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-settings-builder/src/main/java/org/apache/maven/settings/crypto/DefaultSettingsDecrypter.java;,sec,SecDispatcher,ClassName,security,
Lorg/sonatype/plexus/components/sec/dispatcher/DefaultSecDispatcher;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;,sec,DefaultSecDispatcher,ClassName,security,
Lorg/sonatype/plexus/components/sec/dispatcher/DefaultSecDispatcher;.SYSTEM_PROPERTY_SEC_LOCATION)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;,sec,SYSTEM_PROPERTY_SEC_LOCATION,VariableName,security,MethodName:encryption;
Lorg/apache/maven/cli/MavenCli;.encryption(Lorg/apache/maven/cli/CliRequest;)V|Ljava/lang/Exception;#1#sec,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;,sec,sec,VariableName,security,MethodName:encryption;
Lorg/apache/maven/repository/internal/util/ConsoleTransferListener;.transferSucceeded(Lorg/eclipse/aether/transfer/TransferEvent;)V#0#0#kbPerSec,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/test/java/org/apache/maven/repository/internal/util/ConsoleTransferListener.java;,sec,kbPerSec,VariableName,second,MethodName:transferSucceeded;
Lorg/sonatype/plexus/components/sec/dispatcher/SecUtil;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;,sec,SecUtil,ClassName,security,
Lorg/sonatype/plexus/components/sec/dispatcher/SecDispatcherException;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-settings-builder/src/main/java/org/apache/maven/settings/crypto/DefaultSettingsDecrypter.java;,sec,SecDispatcherException,ClassName,security,
Lorg/apache/maven/cli/logging/impl/UnsupportedSlf4jBindingConfiguration;.activate()V#0#0#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/logging/impl/UnsupportedSlf4jBindingConfiguration.java;,sb,sb,VariableName,string builder,MethodName:activate;
Lorg/apache/maven/artifact/repository/DefaultArtifactRepository;.toString()Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/artifact/repository/DefaultArtifactRepository.java;,sb,sb,VariableName,string builder,MethodName:toString;
Lorg/apache/maven/artifact/DefaultArtifact;.getDependencyConflictId()Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java;,sb,sb,VariableName,string builder,MethodName:getDependencyConflictId;
Lorg/apache/maven/plugin/MojoExecution;.identify()Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/MojoExecution.java;,sb,sb,VariableName,string builder,MethodName:identify;
Lorg/apache/maven/lifecycle/LifecycleExecutorTest;.toString(Ljava/util/List<Ljava/lang/String;>;)Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/lifecycle/LifecycleExecutorTest.java;,sb,sb,VariableName,string builder,MethodName:toString;
Lorg/apache/maven/artifact/repository/MavenArtifactRepository;.toString()Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/artifact/repository/MavenArtifactRepository.java;,sb,sb,VariableName,string builder,MethodName:toString;
Lorg/apache/maven/repository/ArtifactTransferEvent;.toString()Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/repository/ArtifactTransferEvent.java;,sb,sb,VariableName,string builder,MethodName:toString;
Lorg/apache/maven/artifact/resolver/AbstractArtifactResolutionException;.constructArtifactPath(Ljava/util/List<Ljava/lang/String;>;Ljava/lang/String;)Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/AbstractArtifactResolutionException.java;,sb,sb,VariableName,string builder,MethodName:constructArtifactPath;
Lorg/apache/maven/repository/MetadataResolutionRequest;.toString()Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/MetadataResolutionRequest.java;,sb,sb,VariableName,string builder,MethodName:toString;
Lorg/apache/maven/cli/CLIManagerDocumentationTest;.getOptionsAsHtml()Ljava/lang/String;#sb,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/test/java/org/apache/maven/cli/CLIManagerDocumentationTest.java;,sb,sb,VariableName,string builder,MethodName:getOptionsAsHtml;
Lorg/apache/maven/model/io/xpp3/MavenXpp3ReaderEx;.getBooleanValue(Ljava/lang/String;Ljava/lang/String;Lorg/codehaus/plexus/util/xml/pull/XmlPullParser;)Z|Lorg/codehaus/plexus/util/xml/pull/XmlPullParserException;#s#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/target/generated-sources/modello/org/apache/maven/model/io/xpp3/MavenXpp3ReaderEx.java;,s,s,ParameterName,string,MethodName:getBooleanValue;
Lorg/apache/maven/lifecycle/internal/builder/multithreaded/ThreadOutputMuxer$ThreadBoundPrintStream;.print(Ljava/lang/String;)V#s#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/lifecycle/internal/builder/multithreaded/ThreadOutputMuxer.java;,s,s,ParameterName,stream,MethodName:print;
Lorg/apache/maven/project/interpolation/AbstractStringBasedModelInterpolator;.interpolate(Lorg/apache/maven/model/Model;Ljava/io/File;Lorg/apache/maven/project/ProjectBuilderConfiguration;Z)Lorg/apache/maven/model/Model;|Lorg/apache/maven/project/interpolation/ModelInterpolationException;#sWriter,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/project/interpolation/AbstractStringBasedModelInterpolator.java;,s,sWriter,VariableName,string,MethodName:interpolate;
Lorg/apache/maven/plugin/DefaultPluginArtifactsCache$CacheKey;.eq<T:Ljava/lang/Object;>(TT;TT;)Z#s2#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginArtifactsCache.java;,s,s2,ParameterName,null,MethodName:eq;
Lorg/apache/maven/lifecycle/internal/stub/LoggerStub;.debug(Ljava/lang/String;Ljava/lang/Throwable;)V#s#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/lifecycle/internal/stub/LoggerStub.java;,s,s,ParameterName,string,MethodName:debug;
Lorg/apache/maven/lifecycle/internal/stub/LoggerStub;.warn(Ljava/lang/String;Ljava/lang/Throwable;)V#s#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/lifecycle/internal/stub/LoggerStub.java;,s,s,ParameterName,string,MethodName:warn;
Lorg/apache/maven/cli/internal/extension/model/io/xpp3/CoreExtensionsXpp3Reader;.getRequiredAttributeValue(Ljava/lang/String;Ljava/lang/String;Lorg/codehaus/plexus/util/xml/pull/XmlPullParser;Z)Ljava/lang/String;|Lorg/codehaus/plexus/util/xml/pull/XmlPullParserException;#s#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/target/generated-sources/modello/org/apache/maven/cli/internal/extension/model/io/xpp3/CoreExtensionsXpp3Reader.java;,s,s,ParameterName,string,MethodName:getRequiredAttributeValue;
Lorg/apache/maven/plugin/DefaultPluginArtifactsCache$CacheKey;.eq<T:Ljava/lang/Object;>(TT;TT;)Z#s1#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginArtifactsCache.java;,s,s1,ParameterName,null,MethodName:eq;
Lorg/apache/maven/plugin/logging/SystemStreamLog;.print(Ljava/lang/String;Ljava/lang/Throwable;)V#sWriter,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-plugin-api/src/main/java/org/apache/maven/plugin/logging/SystemStreamLog.java;,s,sWriter,VariableName,stream,MethodName:print;
Lorg/apache/maven/toolchain/model/io/xpp3/MavenToolchainsXpp3Reader;.getBooleanValue(Ljava/lang/String;Ljava/lang/String;Lorg/codehaus/plexus/util/xml/pull/XmlPullParser;Ljava/lang/String;)Z|Lorg/codehaus/plexus/util/xml/pull/XmlPullParserException;#s#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/target/generated-sources/modello/org/apache/maven/toolchain/model/io/xpp3/MavenToolchainsXpp3Reader.java;,s,s,ParameterName,string,MethodName:getBooleanValue;
Lorg/apache/maven/rtinfo/internal/DefaultRuntimeInformationTest;.testGetMavenVersion()V|Ljava/lang/Exception;#rtInfo,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/rtinfo/internal/DefaultRuntimeInformationTest.java;,rt,rtInfo,VariableName,runtime,MethodName:testGetMavenVersion;
Lorg/apache/maven/artifact/InvalidArtifactRTException;.(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/InvalidArtifactRTException.java;,rt,InvalidArtifactRTException,MethodName,runtime,
Lorg/apache/maven/artifact/InvalidArtifactRTException;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/InvalidArtifactRTException.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/project/artifact/AttachedArtifact.java;,rt,InvalidArtifactRTException,ClassName,runtime,
Lorg/apache/maven/execution/DefaultRuntimeInformation;.rtInfo)Lorg/apache/maven/rtinfo/RuntimeInformation;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/execution/DefaultRuntimeInformation.java;,rt,rtInfo,FieldName,runtime,
Lorg/apache/maven/artifact/InvalidArtifactRTException;.(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)V,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/InvalidArtifactRTException.java;,rt,InvalidArtifactRTException,MethodName,runtime,
Lorg/apache/maven/rtinfo/internal/DefaultRuntimeInformationTest;.testIsMavenVersion()V|Ljava/lang/Exception;#rtInfo,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/rtinfo/internal/DefaultRuntimeInformationTest.java;,rt,rtInfo,VariableName,runtime,MethodName:testIsMavenVersion;
