ID,files,abbr,name,typeOfIdentifier,expansion,enclosingMethod
162,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/AlgorithmType.java;,oid,oid,ParameterName,object identifier,MethodName:toString;
163,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/AlgorithmType.java;,oid,oid,ParameterName,object identifier,MethodName:AlgorithmType;
164,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,oid,m_Oid,FieldName,object identifier,
165,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/AlgorithmType.java;,oid,valueOfOid,MethodName,object identifier,
166,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,obj,obj,ParameterName,object,MethodName:convertToHexString;
167,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,obj,obj,ParameterName,object,MethodName:stringify;
168,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/StringUtil.java;,obj,obj,ParameterName,object,MethodName:toHex;
169,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/KeyStoreUtil.java;,obj,obj,VariableName,object,MethodName:loadEntries;
170,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/ReportTreeCellRend.java;,obj,obj,VariableName,object,MethodName:getTreeCellRendererComponent;
171,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/NetUtil.java;,obj,obj,ParameterName,object,MethodName:toURL;
172,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,obj,tagObj,VariableName,object,MethodName:stringify;
173,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DViewPEM.java;,obj,obj,ParameterName,object,MethodName:DViewPEM;
174,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/SingleFileDropHelper.java;,obj,obj,VariableName,object,MethodName:getTransferFiles;
175,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,obj,m_obj,FieldName,object,
176,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,n,nBytes,VariableName,number,MethodName:getUnknownOidStringValue;
177,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/NetUtil.java;,n,n,VariableName,null,MethodName:download;
178,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DChoosePkcs11Provider.java;,msg,msg,VariableName,message,MethodName:checkProvider;
179,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/error/DThrowable.java;,msg,msg,VariableName,message,MethodName:initComponents;
180,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/JMenuRecentFiles.java;,min,min,MethodName,minimum,
181,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCRL.java;,min,getMinSelectionIndex,MethodName,minimum,
182,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewExtensions.java;,min,setMinWidth,MethodName,minimum,
183,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,len,pmLen,VariableName,length,MethodName:getPolicyMappingsStringValue;
184,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;,len,iChainLen,VariableName,length,MethodName:createReportNodes;
185,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,len,iLen,ParameterName,length,MethodName:getHexClearDump;
186,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,len,len,VariableName,length,MethodName:getPolicyConstraintsStringValue;
187,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,len,len,VariableName,length,MethodName:getPolicyMappingsStringValue;
188,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/DocumentMaxLengthFilter.java;,len,textLen,VariableName,length,MethodName:replace;
189,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,len,len,VariableName,length,MethodName:getLogotypeStringValue;
190,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,len,len,VariableName,length,MethodName:getCertificatePoliciesStringValue;
191,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/StringUtil.java;,len,len,VariableName,length,MethodName:toHex;
192,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,len,len,VariableName,length,MethodName:stringify;
193,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCRL.java;,lbl,gbcLbl,VariableName,label,MethodName:initComponents;
194,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCSR.java;,lbl,gbcLbl,VariableName,label,MethodName:initComponents;
195,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCertificate.java;,lbl,gbcLbl,VariableName,label,MethodName:initComponents;
196,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGenerateCertificate.java;,lbl,gbcLbl,VariableName,label,MethodName:initComponents;
197,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/error/ThrowableTreeCellRend.java;,jtr,jtrThrowable,ParameterName,jtree,MethodName:getTreeCellRendererComponent;
198,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;,jtr,jtrReport,VariableName,jtree,MethodName:initComponents;
199,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/error/DThrowableDetail.java;,jtr,jtrThrowable,VariableName,jtree,MethodName:initComponents;
200,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/ProviderTreeCellRend.java;,jtr,jtrProvider,ParameterName,jtree,MethodName:getTreeCellRendererComponent;
201,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/ReportTreeCellRend.java;,jtr,jtrReport,ParameterName,jtree,MethodName:getTreeCellRendererComponent;
202,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DProviderInfo.java;,jtr,jtrProviders,VariableName,jtree,MethodName:initComponents;
203,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/DAbout.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/JarInfoTableModel.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCSR.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/RevokedCertsTableModel.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/DigestUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DViewPEM.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGenerateKeyPair.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/IntegerDocumentFilter.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/SingleFileDropHelper.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/FileExtFilter.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FileChooserFactory.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DProviderInfo.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509CertUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/KeyStoreUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/ProviderTreeCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/DesktopUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/ExtensionsTableCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/DocumentMaxLengthFilter.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/JarInfoTableHeadRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewExtensions.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGenerateCertificate.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DOptions.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DChoosePkcs11Provider.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/DSystemInformation.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/RevokedCertsTableCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/JarInfoTableCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/error/DThrowable.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/KeyStoreTableHeadRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/PortecleJDialog.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/error/ThrowableTreeCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/SystemPropertiesTableHeadRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/password/DGetNewPassword.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCRL.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DImportKeyPair.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/StringUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/ExtensionsTableModel.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGetAlias.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGeneratingKeyPair.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/JMenuRecentFiles.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/KeyStoreType.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/JMenuItemRecentFile.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCertificate.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/DJarInfo.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGetHostPort.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/KeyStoreTableModel.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/error/DThrowableDetail.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/DSystemProperties.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/help/History.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/ExtensionsTableHeadRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/help/FHelp.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/NetUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/SwingHelper.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/OidComparator.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/SystemPropertiesTableCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/NameUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DExport.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/SystemPropertiesTableModel.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/KeyPairUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/RecentKeyStoreFileActionListener.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/ReportTreeCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/password/DChangePassword.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DNewKeyStoreType.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/KeyStoreTableCellRend.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/password/DGetPassword.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/RevokedCertsTableHeadRend.java;,int,int,ClassName,integer,
204,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,int,intValue,MethodName,integer,
205,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,int,putInt,MethodName,integer,
206,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/OidComparator.java;,int,int[],ClassName,integer,
207,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,int,derInt,VariableName,integer,MethodName:getMicrosoftCertificateTemplateV2StringValue;
208,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,int,intValue,MethodName,integer,
209,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,int,derInt,VariableName,integer,MethodName:getDeltaCrlIndicatorStringValue;
210,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/StringUtil.java;,int,bigInt,VariableName,integer,MethodName:toHex;
211,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,int,getInt,MethodName,integer,
212,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGenerateCertificate.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGenerateKeyPair.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGetHostPort.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/IntegerDocumentFilter.java;,int,parseInt,MethodName,integer,
213,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewExtensions.java;,init,initComponents,MethodName,initialize,
214,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DChoosePkcs11Provider.java;,init,initComponents,MethodName,initialize,
215,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;,init,initComponents,MethodName,initialize,
216,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,init,initPopupMenus,MethodName,initialize,
217,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DExport.java;,init,initComponents,MethodName,initialize,
218,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/DSystemInformation.java;,init,initComponents,MethodName,initialize,
219,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/password/DGetNewPassword.java;,init,initComponents,MethodName,initialize,
220,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,init,initLookAndFeel,MethodName,initialize,
221,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DViewPEM.java;,init,initComponents,MethodName,initialize,
222,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCertificate.java;,init,initComponents,MethodName,initialize,
223,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FileChooserFactory.java;,info,info,VariableName,information,MethodName:getKeyStoreFileChooser;
224,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509CertUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCSR.java;,info,getSubjectPublicKeyInfo,MethodName,information,
225,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509CertUtil.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCSR.java;,info,SubjectPublicKeyInfo,ClassName,information,
226,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/DJarInfo.java;,info,jpJarInfoTable,VariableName,information,MethodName:initComponents;
227,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCSR.java;,info,getCertificationRequestInfo,MethodName,information,
228,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DOptions.java;,info,info,VariableName,information,MethodName:initComponents;
229,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DProviderInfo.java;,info,DProviderInfo,MethodName,information,
230,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/JarInfoTableModel.java;,info,JarInfoTableModel,MethodName,information,
231,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,info,dProviderInfo,VariableName,information,MethodName:showSecurityProviders;
232,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FileChooserFactory.java;,info,info,VariableName,information,MethodName:getKeyStoreFileChooser;
233,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,i,iSelected,VariableName,null,MethodName:openKeyStorePkcs11;
234,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/SystemPropertiesTableHeadRend.java;,i,iCol,ParameterName,integer,MethodName:getTableCellRendererComponent;
235,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,i,i,VariableName,index,MethodName:getCertificatePoliciesStringValue;
236,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/ReportTreeCellRend.java;,i,iIndex,VariableName,integer,MethodName:getTreeCellRendererComponent;
237,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DImportKeyPair.java;,i,iKeySize,VariableName,null_1,MethodName:populateAlgorithm;
238,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,i,iSelected,VariableName,null,MethodName:wantSave;
239,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,i,iXPos,VariableName,invalid,MethodName:initComponents;
240,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,i,iSelected,VariableName,null,MethodName:importKeyPair;
241,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/KeyStoreUtil.java;,i,i,VariableName,index,MethodName:findUnusedAlias;
242,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,i,i,VariableName,index,MethodName:getLogotypeStringValue;
243,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/KeyStoreUtil.java;,fos,fos,VariableName,file output stream,MethodName:saveKeyStore;
244,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,fos,fos,VariableName,file output stream,MethodName:exportHeadCertOnlyPkiPath;
245,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,fos,fos,VariableName,file output stream,MethodName:exportAllCertsPkiPath;
246,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,fos,fos,VariableName,file output stream,MethodName:exportHeadCertOnlyPkcs7;
247,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,fos,fos,VariableName,file output stream,MethodName:exportAllCertsPkcs7;
248,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,fos,fos,VariableName,file output stream,MethodName:exportHeadCertOnlyDER;
249,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/DocumentMaxLengthFilter.java;,fb,fb,ParameterName,NULL-1,MethodName:replace;
250,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/IntegerDocumentFilter.java;,fb,fb,ParameterName,NULL-2,MethodName:replace;
251,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/IntegerDocumentFilter.java;,fb,fb,ParameterName,NULL-3,MethodName:insertString;
252,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/DocumentMaxLengthFilter.java;,fb,fb,ParameterName,NULL-4,MethodName:insertString;
253,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,f,fRecentFile,ParameterName,null,MethodName:createRecentFileMenuItem;
254,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/JMenuItemRecentFile.java;,f,m_fRecentFile,FieldName,null_1,
255,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FileChooserFactory.java;,f,f,ParameterName,file,MethodName:getIcon;
256,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,f,VK_F1,VariableName,null_2,MethodName:HelpAction;
257,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/help/FHelp.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,f,FHelp,ClassName,null_3,
258,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,f,fKeyStore,ParameterName,file,MethodName:openKeyStoreFile;
259,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/KeyStoreWrapper.java;,f,fKeyStore,ParameterName,file,MethodName:setKeyStoreFile;
260,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DViewPEM.java;,f,fExportFile,VariableName,null,MethodName:savePressed;
261,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,f,fTmp,VariableName,file,MethodName:showOptions;
262,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/help/FHelp.java;,f,FHelp,MethodName,null_3,
263,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,evt,evt,ParameterName,event,MethodName:mouseExited;
264,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/PortecleJDialog.java;,evt,evt,ParameterName,event,MethodName:windowClosing;
265,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCertificate.java;,evt,evt,ParameterName,event,MethodName:actionPerformed;
266,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewExtensions.java;,evt,evt,ParameterName,event,MethodName:valueChanged;
267,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,evt,evt,ParameterName,event,MethodName:mouseExited;
268,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/crypto/DProviderInfo.java;,evt,evt,ParameterName,event,MethodName:actionPerformed;
269,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,evt,evt,ParameterName,event,MethodName:mouseEntered;
270,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/help/HistoryEventListener.java;,evt,evt,ParameterName,event,MethodName:historyStatusChanged;
271,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,evt,evt,ParameterName,event,MethodName:mouseExited;
272,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCSR.java;,evt,evt,ParameterName,event,MethodName:actionPerformed;
273,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509CertUtil.java;,en,en,VariableName,enumeration,MethodName:matchCertificate;
274,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509CertUtil.java;,en,en,VariableName,enumeration,MethodName:extractCertificates;
275,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;,en,en,VariableName,enumeration,MethodName:expandTree;
276,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/KeyStoreTableModel.java;,en,en,VariableName,enumeration,MethodName:load;
277,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DOptions.java;,e,e,VariableName,exception,MethodName:initComponents;
278,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGetHostPort.java;,e,e,VariableName,exception,MethodName:checkHostPort;
279,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;,e,e,VariableName,exception,
280,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,e,e,VariableName,exception,MethodName:importKeyPair;
281,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,e,e,VariableName,exception,MethodName:showHelp;
282,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/SingleFileDropHelper.java;,e,e,VariableName,exception,MethodName:canImport;
283,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,e,e,VariableName,exception,MethodName:showOptions;
