id,files,abbr,name,typeOfIdentifier,expansion,enclosingMethod
Lorg/besus/meice/oramtt/ui/ERDFrame;.()V,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ERDFrame.java;,erd,ERDFrame,MethodName,entity relationship diagram,
Lorg/besus/meice/oramtt/ui/ERDCanvas;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Relation.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Model.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Attribute.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ERDFrame.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Entity.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ERDCanvas.java;,erd,ERDCanvas,ClassName,entity relationship diagram,
Lorg/besus/meice/oramtt/erd/model/ERDiagram;.()V,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/ERDiagram.java;,er,ERDiagram,MethodName,entity relationship,
Lorg/besus/meice/oramtt/erd/model/ERDiagram;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/ERDiagram.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Relation.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Model.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Attribute.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ERDFrame.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/EntityDialog.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Entity.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ERDCanvas.java;,er,ERDiagram,ClassName,entity relationship,
Lorg/besus/meice/oramtt/dao/PopupHandler;.actionPerformed(Ljava/awt/event/ActionEvent;)V#e#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/PopupHandler.java;,e,e,ParameterName,event,MethodName:actionPerformed;
Lorg/besus/meice/oramtt/ui/DatabaseFrame$8878;.actionPerformed(Ljava/awt/event/ActionEvent;)V#e#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,e,e,ParameterName,event,MethodName:actionPerformed;
Lorg/besus/meice/oramtt/dao/PopupHandler$1208;.checkForPopup(Ljava/awt/event/MouseEvent;)V#e#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/PopupHandler.java;,e,e,ParameterName,event,MethodName:checkForPopup;
Lorg/besus/meice/oramtt/util/ConnectionManager;.closeConnection()V#0#1#e,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/util/ConnectionManager.java;,e,e,VariableName,exception,MethodName:closeConnection;
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveColumnDetails(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#0#1#e,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,e,e,VariableName,exception,MethodName:retriveColumnDetails;
Lorg/besus/meice/oramtt/dao/PopupHandler$1208;.mouseReleased(Ljava/awt/event/MouseEvent;)V#e#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/PopupHandler.java;,e,e,ParameterName,event,MethodName:mouseReleased;
Lorg/besus/meice/oramtt/dao/PopupHandler$1208;.mouseClicked(Ljava/awt/event/MouseEvent;)V#e#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/PopupHandler.java;,e,e,ParameterName,event,MethodName:mouseClicked;
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveConstraints(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#0#1#e,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,e,e,VariableName,exception,MethodName:retriveConstraints;
Lorg/besus/meice/oramtt/util/ConnectionManager;.openConnection()Ljava/sql/Connection;#0#2#e,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/util/ConnectionManager.java;,e,e,VariableName,exception,MethodName:openConnection;
Lorg/besus/meice/oramtt/dao/TableDetails;.insertRow(Ljava/util/Map<Ljava/lang/Integer;Ljava/lang/Object;>;Ljava/lang/String;I)I#0#1#e,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,e,e,VariableName,exception,MethodName:insertRow;
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.getForeignKeyRefDesc()Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,desc,getForeignKeyRefDesc,MethodName,descending,
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.setForeignKeyRefDesc(Ljava/lang/String;)V,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,desc,setForeignKeyRefDesc,MethodName,descending,
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.setForeignKeyRefDesc(Ljava/lang/String;)V#foreignKeyRefDesc#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,desc,foreignKeyRefDesc,ParameterName,descending,MethodName:setForeignKeyRefDesc;
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.foreignKeyRefDesc)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,desc,foreignKeyRefDesc,FieldName,descending,
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveForiegnKeyDetails(Ljava/lang/String;)V#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:retriveForiegnKeyDetails;
Lorg/besus/meice/oramtt/dao/TableDetails;.insertRow(Ljava/util/Map<Ljava/lang/Integer;Ljava/lang/Object;>;Ljava/lang/String;I)I#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:insertRow;
Lorg/besus/meice/oramtt/util/ConnectionManager;.conn)Ljava/sql/Connection;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/util/ConnectionManager.java;,conn,conn,FieldName,connection,
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveColumnDetails(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:retriveColumnDetails;
Lorg/besus/meice/oramtt/dao/TableDetails;.UpdateCell(Ljava/util/Map<Ljava/lang/String;Ljava/lang/Object;>;Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/String;)I#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:UpdateCell;
Lorg/besus/meice/oramtt/dao/TableDetails;.deleteRow(Ljava/util/Map<Ljava/lang/String;Ljava/lang/Object;>;Ljava/lang/String;)V#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:deleteRow;
Lorg/besus/meice/oramtt/dao/TableDetails;.getTableNames()Ljava/util/List<Ljava/lang/String;>;#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:getTableNames;
Lorg/besus/meice/oramtt/dao/TableDetails;.getTableData(Ljava/lang/String;Ljava/util/List<Ljava/lang/String;>;)[[Ljava/lang/Object;#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:getTableData;
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveConstraints(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,conn,conn,VariableName,connection,MethodName:retriveConstraints;
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#0#col,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,col,col,VariableName,column,MethodName:initializeTree;
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#0#0#tbNodeColDetails,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,col,tbNodeColDetails,VariableName,column,MethodName:initializeTree;
Lorg/besus/meice/oramtt/dao/TableDetails;.insertRow(Ljava/util/Map<Ljava/lang/Integer;Ljava/lang/Object;>;Ljava/lang/String;I)I#0#0#0#col,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,col,col,VariableName,column,MethodName:insertRow;
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#tbNodeCol,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,col,tbNodeCol,VariableName,column,MethodName:initializeTree;
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveColumnDetails(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#0#0#0#colName,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,col,colName,VariableName,column,MethodName:retriveColumnDetails;
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveColumnDetails(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#0#0#0#colType,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,col,colType,VariableName,column,MethodName:retriveColumnDetails;
Lorg/besus/meice/oramtt/ui/RelationDialog;.cmbToEntity)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,cmb,cmbToEntity,FieldName,combo,
Lorg/besus/meice/oramtt/ui/AttributeDialog;.cmbEntity)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,cmb,cmbEntity,FieldName,combo,
Lorg/besus/meice/oramtt/ui/RelationDialog;.cmbFromEntity)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,cmb,cmbFromEntity,FieldName,combo,
Lorg/besus/meice/oramtt/ui/RelationDialog;.cmbRelationType)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,cmb,cmbRelationType,FieldName,combo,
Lorg/besus/meice/oramtt/ui/AttributeDialog;.cmbDataType)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,cmb,cmbDataType,FieldName,combo,
Lorg/besus/meice/oramtt/ui/AttributeDialog$3232;.actionPerformed(Ljava/awt/event/ActionEvent;)V#arg0#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,arg,arg0,ParameterName,argument,MethodName:actionPerformed;
Lorg/besus/meice/oramtt/ui/EntityDialog$2205;.actionPerformed(Ljava/awt/event/ActionEvent;)V#arg0#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/EntityDialog.java;,arg,arg0,ParameterName,argument,MethodName:actionPerformed;
Lorg/besus/meice/oramtt/ui/EntityDialog$1934;.actionPerformed(Ljava/awt/event/ActionEvent;)V#arg0#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/EntityDialog.java;,arg,arg0,ParameterName,argument,MethodName:actionPerformed;
Lorg/besus/meice/oramtt/ui/RelationDialog$4221;.actionPerformed(Ljava/awt/event/ActionEvent;)V#arg0#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,arg,arg0,ParameterName,argument,MethodName:actionPerformed;
Lorg/besus/meice/oramtt/ui/AttributeDialog$3871;.actionPerformed(Ljava/awt/event/ActionEvent;)V#arg0#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,arg,arg0,ParameterName,argument,MethodName:actionPerformed;
